,season,home,homegoals,away,awaygoals
546,['2022-2023'],Manchester City,2,Newcastle,0
547,['2022-2023'],Liverpool,2,Wolves,0
548,['2022-2023'],Arsenal,4,Everton,0
549,['2022-2023'],Tottenham,2,Chelsea,0
550,['2022-2023'],Crystal Palace,0,Liverpool,0
551,['2022-2023'],Bournemouth,1,Manchester City,4
552,['2022-2023'],Everton,0,Aston Villa,2
553,['2022-2023'],Leeds,1,Southampton,0
554,['2022-2023'],Leicester,0,Arsenal,1
555,['2022-2023'],West Ham,4,Nottingham,0
556,['2022-2023'],Fulham,1,Wolves,1
557,['2022-2023'],Tottenham,2,West Ham,0
558,['2022-2023'],Manchester Utd,3,Leicester,0
559,['2022-2023'],Newcastle,0,Liverpool,2
560,['2022-2023'],Brentford,1,Crystal Palace,1
561,['2022-2023'],Brighton,0,Fulham,1
562,['2022-2023'],Chelsea,0,Southampton,1
563,['2022-2023'],Everton,1,Leeds,0
564,['2022-2023'],Nottingham,1,Manchester City,1
565,['2022-2023'],Wolves,0,Bournemouth,1
566,['2022-2023'],Aston Villa,2,Arsenal,4
567,['2022-2023'],Arsenal,1,Manchester City,3
568,['2022-2023'],Liverpool,2,Everton,0
569,['2022-2023'],Manchester City,3,Aston Villa,1
570,['2022-2023'],Leeds,0,Manchester Utd,2
571,['2022-2023'],Bournemouth,1,Newcastle,1
572,['2022-2023'],Arsenal,1,Brentford,1
573,['2022-2023'],Crystal Palace,1,Brighton,1
574,['2022-2023'],Fulham,2,Nottingham,0
575,['2022-2023'],Leicester,4,Tottenham,1
576,['2022-2023'],Southampton,1,Wolves,2
577,['2022-2023'],West Ham,1,Chelsea,1
578,['2022-2023'],Manchester Utd,2,Leeds,2
579,['2022-2023'],Tottenham,1,Manchester City,0
580,['2022-2023'],Nottingham,1,Leeds,0
581,['2022-2023'],Newcastle,1,West Ham,1
582,['2022-2023'],Aston Villa,2,Leicester,4
583,['2022-2023'],Brentford,3,Southampton,0
584,['2022-2023'],Brighton,1,Bournemouth,0
585,['2022-2023'],Manchester Utd,2,Crystal Palace,1
586,['2022-2023'],Wolves,3,Liverpool,0
587,['2022-2023'],Everton,1,Arsenal,0
588,['2022-2023'],Chelsea,0,Fulham,0
589,['2022-2023'],Fulham,0,Tottenham,1
590,['2022-2023'],Arsenal,3,Manchester Utd,2
591,['2022-2023'],Leeds,0,Brentford,0
592,['2022-2023'],Manchester City,3,Wolves,0
593,['2022-2023'],Crystal Palace,0,Newcastle,0
594,['2022-2023'],Bournemouth,1,Nottingham,1
595,['2022-2023'],Leicester,2,Brighton,2
596,['2022-2023'],Southampton,0,Aston Villa,1
597,['2022-2023'],West Ham,2,Everton,0
598,['2022-2023'],Liverpool,0,Chelsea,0
599,['2022-2023'],Manchester City,4,Tottenham,2
600,['2022-2023'],Crystal Palace,1,Manchester Utd,1
601,['2022-2023'],Tottenham,0,Arsenal,2
602,['2022-2023'],Chelsea,1,Crystal Palace,0
603,['2022-2023'],Newcastle,1,Fulham,0
604,['2022-2023'],Brentford,2,Bournemouth,0
605,['2022-2023'],Brighton,3,Liverpool,0
606,['2022-2023'],Everton,1,Southampton,2
607,['2022-2023'],Nottingham,2,Leicester,0
608,['2022-2023'],Wolves,1,West Ham,0
609,['2022-2023'],Manchester Utd,2,Manchester City,1
610,['2022-2023'],Aston Villa,2,Leeds,1
611,['2022-2023'],Fulham,2,Chelsea,1
612,['2022-2023'],Chelsea,0,Manchester City,1
613,['2022-2023'],Aston Villa,1,Wolves,1
614,['2022-2023'],Crystal Palace,0,Tottenham,4
615,['2022-2023'],Leeds,2,West Ham,2
616,['2022-2023'],Southampton,0,Nottingham,1
617,['2022-2023'],Manchester Utd,3,Bournemouth,0
618,['2022-2023'],Arsenal,0,Newcastle,0
619,['2022-2023'],Everton,1,Brighton,4
620,['2022-2023'],Leicester,0,Fulham,1
621,['2022-2023'],Brentford,3,Liverpool,1
622,['2022-2023'],Nottingham,1,Chelsea,1
623,['2022-2023'],Tottenham,0,Aston Villa,2
624,['2022-2023'],Brighton,2,Arsenal,4
625,['2022-2023'],Bournemouth,0,Crystal Palace,2
626,['2022-2023'],Fulham,2,Southampton,1
627,['2022-2023'],Manchester City,1,Everton,1
628,['2022-2023'],Newcastle,0,Leeds,0
629,['2022-2023'],Wolves,0,Manchester Utd,1
630,['2022-2023'],Liverpool,2,Leicester,1
631,['2022-2023'],West Ham,0,Brentford,2
632,['2022-2023'],Leeds,1,Manchester City,3
633,['2022-2023'],Manchester Utd,3,Nottingham,0
634,['2022-2023'],Chelsea,2,Bournemouth,0
635,['2022-2023'],Arsenal,3,West Ham,1
636,['2022-2023'],Aston Villa,1,Liverpool,3
637,['2022-2023'],Crystal Palace,0,Fulham,3
638,['2022-2023'],Everton,1,Wolves,2
639,['2022-2023'],Leicester,0,Newcastle,3
640,['2022-2023'],Southampton,1,Brighton,3
641,['2022-2023'],Brentford,2,Tottenham,2
642,['2022-2023'],Fulham,1,Manchester Utd,2
643,['2022-2023'],Brighton,1,Aston Villa,2
644,['2022-2023'],Wolves,0,Arsenal,2
645,['2022-2023'],Newcastle,1,Chelsea,0
646,['2022-2023'],Bournemouth,3,Everton,0
647,['2022-2023'],Liverpool,3,Southampton,1
648,['2022-2023'],Nottingham,1,Crystal Palace,0
649,['2022-2023'],Tottenham,4,Leeds,3
650,['2022-2023'],West Ham,0,Leicester,2
651,['2022-2023'],Manchester City,1,Brentford,2
652,['2022-2023'],Tottenham,1,Liverpool,2
653,['2022-2023'],Aston Villa,3,Manchester Utd,1
654,['2022-2023'],Southampton,1,Newcastle,4
655,['2022-2023'],West Ham,1,Crystal Palace,2
656,['2022-2023'],Chelsea,0,Arsenal,1
657,['2022-2023'],Everton,0,Leicester,2
658,['2022-2023'],Leeds,4,Bournemouth,3
659,['2022-2023'],Manchester City,2,Fulham,1
660,['2022-2023'],Nottingham,2,Brentford,2
661,['2022-2023'],Wolves,2,Brighton,3
662,['2022-2023'],Manchester Utd,1,West Ham,0
663,['2022-2023'],Arsenal,5,Nottingham,0
664,['2022-2023'],Liverpool,1,Leeds,2
665,['2022-2023'],Fulham,0,Everton,0
666,['2022-2023'],Bournemouth,2,Tottenham,3
667,['2022-2023'],Brentford,1,Wolves,1
668,['2022-2023'],Brighton,4,Chelsea,1
669,['2022-2023'],Crystal Palace,1,Southampton,0
670,['2022-2023'],Newcastle,4,Aston Villa,0
671,['2022-2023'],Leicester,0,Manchester City,1
672,['2022-2023'],West Ham,2,Bournemouth,0
673,['2022-2023'],Tottenham,1,Newcastle,2
674,['2022-2023'],Aston Villa,4,Brentford,0
675,['2022-2023'],Leeds,2,Fulham,3
676,['2022-2023'],Southampton,1,Arsenal,1
677,['2022-2023'],Wolves,0,Leicester,4
678,['2022-2023'],Chelsea,1,Manchester Utd,1
679,['2022-2023'],Everton,3,Crystal Palace,0
680,['2022-2023'],Manchester City,3,Brighton,1
681,['2022-2023'],Nottingham,1,Liverpool,0
682,['2022-2023'],Leicester,2,Leeds,0
683,['2022-2023'],Fulham,3,Aston Villa,0
684,['2022-2023'],Manchester Utd,2,Tottenham,0
685,['2022-2023'],Bournemouth,0,Southampton,1
686,['2022-2023'],Brentford,0,Chelsea,0
687,['2022-2023'],Liverpool,1,West Ham,0
688,['2022-2023'],Newcastle,1,Everton,0
689,['2022-2023'],Crystal Palace,2,Wolves,1
690,['2022-2023'],Brighton,0,Nottingham,0
691,['2022-2023'],Liverpool,1,Manchester City,0
692,['2022-2023'],Aston Villa,0,Chelsea,2
693,['2022-2023'],Leeds,0,Arsenal,1
694,['2022-2023'],Manchester Utd,0,Newcastle,0
695,['2022-2023'],Southampton,1,West Ham,1
696,['2022-2023'],Tottenham,2,Everton,0
697,['2022-2023'],Fulham,2,Bournemouth,2
698,['2022-2023'],Wolves,1,Nottingham,0
699,['2022-2023'],Leicester,0,Crystal Palace,0
700,['2022-2023'],Brentford,2,Brighton,0
701,['2022-2023'],Nottingham,1,Aston Villa,1
702,['2022-2023'],Everton,1,Manchester Utd,2
703,['2022-2023'],Arsenal,3,Liverpool,2
704,['2022-2023'],Crystal Palace,2,Leeds,1
705,['2022-2023'],West Ham,3,Fulham,1
706,['2022-2023'],Brighton,0,Tottenham,1
707,['2022-2023'],Bournemouth,2,Leicester,1
708,['2022-2023'],Chelsea,3,Wolves,0
709,['2022-2023'],Manchester City,4,Southampton,0
710,['2022-2023'],Newcastle,5,Brentford,1
711,['2021-2022'],Arsenal,5,Everton,1
712,['2021-2022'],Brentford,1,Leeds,2
713,['2021-2022'],Brighton,3,West Ham,1
714,['2021-2022'],Burnley,1,Newcastle,2
715,['2021-2022'],Chelsea,2,Watford,1
716,['2021-2022'],Crystal Palace,1,Manchester Utd,0
717,['2021-2022'],Leicester,4,Southampton,1
718,['2021-2022'],Liverpool,3,Wolves,1
719,['2021-2022'],Manchester City,3,Aston Villa,2
720,['2021-2022'],Norwich,0,Tottenham,5
721,['2021-2022'],Aston Villa,1,Burnley,1
722,['2021-2022'],Chelsea,1,Leicester,1
723,['2021-2022'],Everton,3,Crystal Palace,2
724,['2021-2022'],Southampton,1,Liverpool,2
725,['2021-2022'],Newcastle,2,Arsenal,0
726,['2021-2022'],Everton,2,Brentford,3
727,['2021-2022'],Aston Villa,1,Crystal Palace,1
728,['2021-2022'],Leeds,1,Brighton,1
729,['2021-2022'],Watford,1,Leicester,5
730,['2021-2022'],West Ham,2,Manchester City,2
731,['2021-2022'],Wolves,1,Norwich,1
732,['2021-2022'],Tottenham,1,Burnley,0
733,['2021-2022'],Tottenham,3,Arsenal,0
734,['2021-2022'],Wolves,1,Manchester City,5
735,['2021-2022'],Leicester,3,Norwich,0
736,['2021-2022'],Watford,0,Everton,0
737,['2021-2022'],Leeds,0,Chelsea,3
738,['2021-2022'],Aston Villa,1,Liverpool,2
739,['2021-2022'],Manchester City,5,Newcastle,0
740,['2021-2022'],Arsenal,2,Leeds,1
741,['2021-2022'],Leicester,1,Everton,2
742,['2021-2022'],Norwich,0,West Ham,4
743,['2021-2022'],Liverpool,1,Tottenham,1
744,['2021-2022'],Brighton,4,Manchester Utd,0
745,['2021-2022'],Brentford,3,Southampton,0
746,['2021-2022'],Burnley,1,Aston Villa,3
747,['2021-2022'],Chelsea,2,Wolves,2
748,['2021-2022'],Crystal Palace,1,Watford,0
749,['2021-2022'],Manchester Utd,3,Brentford,0
750,['2021-2022'],West Ham,1,Arsenal,2
751,['2021-2022'],Everton,1,Chelsea,0
752,['2021-2022'],Tottenham,3,Leicester,1
753,['2021-2022'],Leeds,0,Manchester City,4
754,['2021-2022'],Aston Villa,2,Norwich,0
755,['2021-2022'],Southampton,1,Crystal Palace,2
756,['2021-2022'],Watford,1,Burnley,2
757,['2021-2022'],Wolves,0,Brighton,3
758,['2021-2022'],Newcastle,0,Liverpool,1
759,['2021-2022'],Manchester Utd,1,Chelsea,1
760,['2021-2022'],Crystal Palace,0,Leeds,0
761,['2021-2022'],Liverpool,2,Everton,0
762,['2021-2022'],Brighton,2,Southampton,2
763,['2021-2022'],Burnley,1,Wolves,0
764,['2021-2022'],Chelsea,1,West Ham,0
765,['2021-2022'],Brentford,0,Tottenham,0
766,['2021-2022'],Leicester,0,Aston Villa,0
767,['2021-2022'],Manchester City,5,Watford,1
768,['2021-2022'],Norwich,0,Newcastle,3
769,['2021-2022'],Arsenal,3,Manchester Utd,1
770,['2021-2022'],Burnley,2,Southampton,0
771,['2021-2022'],Manchester City,3,Brighton,0
772,['2021-2022'],Chelsea,2,Arsenal,4
773,['2021-2022'],Everton,1,Leicester,1
774,['2021-2022'],Newcastle,1,Crystal Palace,0
775,['2021-2022'],Liverpool,4,Manchester Utd,0
776,['2021-2022'],Newcastle,2,Leicester,1
777,['2021-2022'],West Ham,1,Burnley,1
778,['2021-2022'],Manchester Utd,3,Norwich,2
779,['2021-2022'],Southampton,1,Arsenal,0
780,['2021-2022'],Watford,1,Brentford,2
781,['2021-2022'],Tottenham,0,Brighton,1
782,['2021-2022'],Manchester City,2,Liverpool,2
783,['2021-2022'],Brentford,2,West Ham,0
784,['2021-2022'],Leicester,2,Crystal Palace,1
785,['2021-2022'],Norwich,2,Burnley,0
786,['2021-2022'],Aston Villa,0,Tottenham,4
787,['2021-2022'],Arsenal,1,Brighton,2
788,['2021-2022'],Southampton,0,Chelsea,6
789,['2021-2022'],Watford,0,Leeds,3
790,['2021-2022'],Everton,1,Manchester Utd,0
791,['2021-2022'],Newcastle,1,Wolves,0
792,['2021-2022'],Burnley,3,Everton,2
793,['2021-2022'],Crystal Palace,3,Arsenal,0
794,['2021-2022'],Tottenham,5,Newcastle,1
795,['2021-2022'],West Ham,2,Everton,1
796,['2021-2022'],Manchester Utd,1,Leicester,1
797,['2021-2022'],Brighton,0,Norwich,0
798,['2021-2022'],Burnley,0,Manchester City,2
799,['2021-2022'],Chelsea,1,Brentford,4
800,['2021-2022'],Leeds,1,Southampton,1
801,['2021-2022'],Wolves,2,Aston Villa,1
802,['2021-2022'],Liverpool,2,Watford,0
803,['2021-2022'],Tottenham,3,West Ham,1
804,['2021-2022'],Leicester,2,Brentford,1
805,['2021-2022'],Aston Villa,0,Arsenal,1
806,['2021-2022'],Wolves,2,Leeds,3
807,['2021-2022'],Everton,1,Newcastle,0
808,['2021-2022'],Arsenal,0,Liverpool,2
809,['2021-2022'],Brighton,0,Tottenham,2
810,['2021-2022'],Crystal Palace,0,Manchester City,0
811,['2021-2022'],Arsenal,2,Leicester,0
812,['2021-2022'],Chelsea,1,Newcastle,0
813,['2021-2022'],Everton,0,Wolves,1
814,['2021-2022'],Leeds,2,Norwich,1
815,['2021-2022'],Southampton,1,Watford,2
816,['2021-2022'],West Ham,2,Aston Villa,1
817,['2021-2022'],Manchester Utd,3,Tottenham,2
818,['2021-2022'],Brentford,2,Burnley,0
819,['2021-2022'],Brighton,0,Liverpool,2
820,['2021-2022'],Arsenal,5,Everton,1
821,['2021-2022'],Brentford,1,Leeds,2
822,['2021-2022'],Brighton,3,West Ham,1
823,['2021-2022'],Burnley,1,Newcastle,2
824,['2021-2022'],Chelsea,2,Watford,1
825,['2021-2022'],Crystal Palace,1,Manchester Utd,0
826,['2021-2022'],Leicester,4,Southampton,1
827,['2021-2022'],Liverpool,3,Wolves,1
828,['2021-2022'],Manchester City,3,Aston Villa,2
829,['2021-2022'],Norwich,0,Tottenham,5
830,['2021-2022'],Aston Villa,1,Burnley,1
831,['2021-2022'],Chelsea,1,Leicester,1
832,['2021-2022'],Everton,3,Crystal Palace,2
833,['2021-2022'],Southampton,1,Liverpool,2
834,['2021-2022'],Newcastle,2,Arsenal,0
835,['2021-2022'],Everton,2,Brentford,3
836,['2021-2022'],Aston Villa,1,Crystal Palace,1
837,['2021-2022'],Leeds,1,Brighton,1
838,['2021-2022'],Watford,1,Leicester,5
839,['2021-2022'],West Ham,2,Manchester City,2
840,['2021-2022'],Wolves,1,Norwich,1
841,['2021-2022'],Tottenham,1,Burnley,0
842,['2021-2022'],Tottenham,3,Arsenal,0
843,['2021-2022'],Wolves,1,Manchester City,5
844,['2021-2022'],Leicester,3,Norwich,0
845,['2021-2022'],Watford,0,Everton,0
846,['2021-2022'],Leeds,0,Chelsea,3
847,['2021-2022'],Aston Villa,1,Liverpool,2
848,['2021-2022'],Manchester City,5,Newcastle,0
849,['2021-2022'],Arsenal,2,Leeds,1
850,['2021-2022'],Leicester,1,Everton,2
851,['2021-2022'],Norwich,0,West Ham,4
852,['2021-2022'],Liverpool,1,Tottenham,1
853,['2021-2022'],Brighton,4,Manchester Utd,0
854,['2021-2022'],Brentford,3,Southampton,0
855,['2021-2022'],Burnley,1,Aston Villa,3
856,['2021-2022'],Chelsea,2,Wolves,2
857,['2021-2022'],Crystal Palace,1,Watford,0
858,['2021-2022'],Manchester Utd,3,Brentford,0
859,['2021-2022'],West Ham,1,Arsenal,2
860,['2021-2022'],Everton,1,Chelsea,0
861,['2021-2022'],Tottenham,3,Leicester,1
862,['2021-2022'],Leeds,0,Manchester City,4
863,['2021-2022'],Aston Villa,2,Norwich,0
864,['2021-2022'],Southampton,1,Crystal Palace,2
865,['2021-2022'],Watford,1,Burnley,2
866,['2021-2022'],Wolves,0,Brighton,3
867,['2021-2022'],Newcastle,0,Liverpool,1
868,['2021-2022'],Manchester Utd,1,Chelsea,1
869,['2021-2022'],Crystal Palace,0,Leeds,0
870,['2021-2022'],Liverpool,2,Everton,0
871,['2021-2022'],Brighton,2,Southampton,2
872,['2021-2022'],Burnley,1,Wolves,0
873,['2021-2022'],Chelsea,1,West Ham,0
874,['2021-2022'],Brentford,0,Tottenham,0
875,['2021-2022'],Leicester,0,Aston Villa,0
876,['2021-2022'],Manchester City,5,Watford,1
877,['2021-2022'],Norwich,0,Newcastle,3
878,['2021-2022'],Arsenal,3,Manchester Utd,1
879,['2021-2022'],Burnley,2,Southampton,0
880,['2021-2022'],Manchester City,3,Brighton,0
881,['2021-2022'],Chelsea,2,Arsenal,4
882,['2021-2022'],Everton,1,Leicester,1
883,['2021-2022'],Newcastle,1,Crystal Palace,0
884,['2021-2022'],Liverpool,4,Manchester Utd,0
885,['2021-2022'],Newcastle,2,Leicester,1
886,['2021-2022'],West Ham,1,Burnley,1
887,['2021-2022'],Manchester Utd,3,Norwich,2
888,['2021-2022'],Southampton,1,Arsenal,0
889,['2021-2022'],Watford,1,Brentford,2
890,['2021-2022'],Tottenham,0,Brighton,1
891,['2021-2022'],Manchester City,2,Liverpool,2
892,['2021-2022'],Brentford,2,West Ham,0
893,['2021-2022'],Leicester,2,Crystal Palace,1
894,['2021-2022'],Norwich,2,Burnley,0
895,['2021-2022'],Aston Villa,0,Tottenham,4
896,['2021-2022'],Arsenal,1,Brighton,2
897,['2021-2022'],Southampton,0,Chelsea,6
898,['2021-2022'],Watford,0,Leeds,3
899,['2021-2022'],Everton,1,Manchester Utd,0
900,['2021-2022'],Newcastle,1,Wolves,0
901,['2021-2022'],Burnley,3,Everton,2
902,['2021-2022'],Crystal Palace,3,Arsenal,0
903,['2021-2022'],Tottenham,5,Newcastle,1
904,['2021-2022'],West Ham,2,Everton,1
905,['2021-2022'],Manchester Utd,1,Leicester,1
906,['2021-2022'],Brighton,0,Norwich,0
907,['2021-2022'],Burnley,0,Manchester City,2
908,['2021-2022'],Chelsea,1,Brentford,4
909,['2021-2022'],Leeds,1,Southampton,1
910,['2021-2022'],Wolves,2,Aston Villa,1
911,['2021-2022'],Liverpool,2,Watford,0
912,['2021-2022'],Tottenham,3,West Ham,1
913,['2021-2022'],Leicester,2,Brentford,1
914,['2021-2022'],Aston Villa,0,Arsenal,1
915,['2021-2022'],Wolves,2,Leeds,3
916,['2021-2022'],Everton,1,Newcastle,0
917,['2021-2022'],Arsenal,0,Liverpool,2
918,['2021-2022'],Brighton,0,Tottenham,2
919,['2021-2022'],Crystal Palace,0,Manchester City,0
920,['2021-2022'],Arsenal,2,Leicester,0
921,['2021-2022'],Chelsea,1,Newcastle,0
922,['2021-2022'],Everton,0,Wolves,1
923,['2021-2022'],Leeds,2,Norwich,1
924,['2021-2022'],Southampton,1,Watford,2
925,['2021-2022'],West Ham,2,Aston Villa,1
926,['2021-2022'],Manchester Utd,3,Tottenham,2
927,['2021-2022'],Brentford,2,Burnley,0
928,['2021-2022'],Brighton,0,Liverpool,2
929,['2021-2022'],Arsenal,5,Everton,1
930,['2021-2022'],Brentford,1,Leeds,2
931,['2021-2022'],Brighton,3,West Ham,1
932,['2021-2022'],Burnley,1,Newcastle,2
933,['2021-2022'],Chelsea,2,Watford,1
934,['2021-2022'],Crystal Palace,1,Manchester Utd,0
935,['2021-2022'],Leicester,4,Southampton,1
936,['2021-2022'],Liverpool,3,Wolves,1
937,['2021-2022'],Manchester City,3,Aston Villa,2
938,['2021-2022'],Norwich,0,Tottenham,5
939,['2021-2022'],Aston Villa,1,Burnley,1
940,['2021-2022'],Chelsea,1,Leicester,1
941,['2021-2022'],Everton,3,Crystal Palace,2
942,['2021-2022'],Southampton,1,Liverpool,2
943,['2021-2022'],Newcastle,2,Arsenal,0
944,['2021-2022'],Everton,2,Brentford,3
945,['2021-2022'],Aston Villa,1,Crystal Palace,1
946,['2021-2022'],Leeds,1,Brighton,1
947,['2021-2022'],Watford,1,Leicester,5
948,['2021-2022'],West Ham,2,Manchester City,2
949,['2021-2022'],Wolves,1,Norwich,1
950,['2021-2022'],Tottenham,1,Burnley,0
951,['2021-2022'],Tottenham,3,Arsenal,0
952,['2021-2022'],Wolves,1,Manchester City,5
953,['2021-2022'],Leicester,3,Norwich,0
954,['2021-2022'],Watford,0,Everton,0
955,['2021-2022'],Leeds,0,Chelsea,3
956,['2021-2022'],Aston Villa,1,Liverpool,2
957,['2021-2022'],Manchester City,5,Newcastle,0
958,['2021-2022'],Arsenal,2,Leeds,1
959,['2021-2022'],Leicester,1,Everton,2
960,['2021-2022'],Norwich,0,West Ham,4
961,['2021-2022'],Liverpool,1,Tottenham,1
962,['2021-2022'],Brighton,4,Manchester Utd,0
963,['2021-2022'],Brentford,3,Southampton,0
964,['2021-2022'],Burnley,1,Aston Villa,3
965,['2021-2022'],Chelsea,2,Wolves,2
966,['2021-2022'],Crystal Palace,1,Watford,0
967,['2021-2022'],Manchester Utd,3,Brentford,0
968,['2021-2022'],West Ham,1,Arsenal,2
969,['2021-2022'],Everton,1,Chelsea,0
970,['2021-2022'],Tottenham,3,Leicester,1
971,['2021-2022'],Leeds,0,Manchester City,4
972,['2021-2022'],Aston Villa,2,Norwich,0
973,['2021-2022'],Southampton,1,Crystal Palace,2
974,['2021-2022'],Watford,1,Burnley,2
975,['2021-2022'],Wolves,0,Brighton,3
976,['2021-2022'],Newcastle,0,Liverpool,1
977,['2021-2022'],Manchester Utd,1,Chelsea,1
978,['2021-2022'],Crystal Palace,0,Leeds,0
979,['2021-2022'],Liverpool,2,Everton,0
980,['2021-2022'],Brighton,2,Southampton,2
981,['2021-2022'],Burnley,1,Wolves,0
982,['2021-2022'],Chelsea,1,West Ham,0
983,['2021-2022'],Brentford,0,Tottenham,0
984,['2021-2022'],Leicester,0,Aston Villa,0
985,['2021-2022'],Manchester City,5,Watford,1
986,['2021-2022'],Norwich,0,Newcastle,3
987,['2021-2022'],Arsenal,3,Manchester Utd,1
988,['2021-2022'],Burnley,2,Southampton,0
989,['2021-2022'],Manchester City,3,Brighton,0
990,['2021-2022'],Chelsea,2,Arsenal,4
991,['2021-2022'],Everton,1,Leicester,1
992,['2021-2022'],Newcastle,1,Crystal Palace,0
993,['2021-2022'],Liverpool,4,Manchester Utd,0
994,['2021-2022'],Newcastle,2,Leicester,1
995,['2021-2022'],West Ham,1,Burnley,1
996,['2021-2022'],Manchester Utd,3,Norwich,2
997,['2021-2022'],Southampton,1,Arsenal,0
998,['2021-2022'],Watford,1,Brentford,2
999,['2021-2022'],Tottenham,0,Brighton,1
1000,['2021-2022'],Manchester City,2,Liverpool,2
1001,['2021-2022'],Brentford,2,West Ham,0
1002,['2021-2022'],Leicester,2,Crystal Palace,1
1003,['2021-2022'],Norwich,2,Burnley,0
1004,['2021-2022'],Aston Villa,0,Tottenham,4
1005,['2021-2022'],Arsenal,1,Brighton,2
1006,['2021-2022'],Southampton,0,Chelsea,6
1007,['2021-2022'],Watford,0,Leeds,3
1008,['2021-2022'],Everton,1,Manchester Utd,0
1009,['2021-2022'],Newcastle,1,Wolves,0
1010,['2021-2022'],Burnley,3,Everton,2
1011,['2021-2022'],Crystal Palace,3,Arsenal,0
1012,['2021-2022'],Tottenham,5,Newcastle,1
1013,['2021-2022'],West Ham,2,Everton,1
1014,['2021-2022'],Manchester Utd,1,Leicester,1
1015,['2021-2022'],Brighton,0,Norwich,0
1016,['2021-2022'],Burnley,0,Manchester City,2
1017,['2021-2022'],Chelsea,1,Brentford,4
1018,['2021-2022'],Leeds,1,Southampton,1
1019,['2021-2022'],Wolves,2,Aston Villa,1
1020,['2021-2022'],Liverpool,2,Watford,0
1021,['2021-2022'],Tottenham,3,West Ham,1
1022,['2021-2022'],Leicester,2,Brentford,1
1023,['2021-2022'],Aston Villa,0,Arsenal,1
1024,['2021-2022'],Wolves,2,Leeds,3
1025,['2021-2022'],Everton,1,Newcastle,0
1026,['2021-2022'],Arsenal,0,Liverpool,2
1027,['2021-2022'],Brighton,0,Tottenham,2
1028,['2021-2022'],Crystal Palace,0,Manchester City,0
1029,['2021-2022'],Arsenal,2,Leicester,0
1030,['2021-2022'],Chelsea,1,Newcastle,0
1031,['2021-2022'],Everton,0,Wolves,1
1032,['2021-2022'],Leeds,2,Norwich,1
1033,['2021-2022'],Southampton,1,Watford,2
1034,['2021-2022'],West Ham,2,Aston Villa,1
1035,['2021-2022'],Manchester Utd,3,Tottenham,2
1036,['2021-2022'],Brentford,2,Burnley,0
1037,['2021-2022'],Brighton,0,Liverpool,2
1038,['2021-2022'],Leeds,0,Aston Villa,3
1039,['2021-2022'],Norwich,1,Chelsea,3
1040,['2021-2022'],Southampton,1,Newcastle,2
1041,['2021-2022'],Wolves,4,Watford,0
1042,['2021-2022'],Tottenham,5,Everton,0
1043,['2021-2022'],Manchester City,4,Manchester Utd,1
1044,['2021-2022'],Watford,2,Arsenal,3
1045,['2021-2022'],Liverpool,1,West Ham,0
1046,['2021-2022'],Aston Villa,4,Southampton,0
1047,['2021-2022'],Burnley,0,Chelsea,4
1048,['2021-2022'],Newcastle,2,Brighton,1
1049,['2021-2022'],Norwich,1,Brentford,3
1050,['2021-2022'],Wolves,0,Crystal Palace,2
1051,['2021-2022'],Leicester,1,Leeds,0
1052,['2021-2022'],Burnley,0,Leicester,2
1053,['2021-2022'],West Ham,1,Wolves,0
1054,['2021-2022'],Everton,0,Manchester City,1
1055,['2021-2022'],Brighton,0,Aston Villa,2
1056,['2021-2022'],Brentford,0,Newcastle,2
1057,['2021-2022'],Crystal Palace,1,Burnley,1
1058,['2021-2022'],Manchester Utd,0,Watford,0
1059,['2021-2022'],Leeds,0,Tottenham,4
1060,['2021-2022'],Southampton,2,Norwich,0
1061,['2021-2022'],Arsenal,2,Wolves,1
1062,['2021-2022'],Liverpool,6,Leeds,0
1063,['2021-2022'],Burnley,1,Tottenham,0
1064,['2021-2022'],Watford,1,Crystal Palace,4
